payment_date,client_description,amount_brl,status,observations,_source_file,_load_timestamp
2026-04-02,Montenegro Ltda.,4499766467849883.0,CANCELADO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Vasconcelos,682.64,PAGO,Alias eligendi.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-04-01,Peixoto,1145295656846409.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-30,da Rosa,9894326658396320.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-07,Lopes,2969811879911944.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-30,Novaes,4911273904972712.0,CANCELADO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-25,Araújo Pimenta - EI,2301168365877199.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-31,Porto,3649171626160041.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-20,Almeida Andrade e Filhos,1486195253725199.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Rocha,,PAGO,Rem dolorem eum.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-28,Lopes - ME,2011345189443694.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-04-03,Dias,4203358153348469.0,CANCELADO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Fonseca,930.5,PAGO,Voluptatum sunt hic.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Costa,,PENDENTE,Inventore quod et.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Abreu,,PENDENTE,Esse quidem ducimus.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Guerra,4621.61,,Blanditiis cum.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Novais,,PENDENTE,Eos itaque odit.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-26,Cunha,4286943200205174.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-11,Sousa das Neves S.A.,2269502673829966.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-04-01,Caldeira Sousa - ME,191570945395502.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-06,Lima S.A.,2312487922854063.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-19,Ferreira S.A.,7590078241501541.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-28,Sá,1253323219115123.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-08,Campos e Filhos,4293009386994377.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-30,Camargo Ltda.,1724347250209905.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-22,da Mota Rocha - EI,2447820199192854.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-29,Rios Ltda.,4804397017953133.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-29,Nogueira S/A,460176659523521.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,da Paz Fogaça S/A,4964.7,CANCELADO,Facere autem.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-27,da Rosa,3203243027947322.0,CANCELADO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,da Paz - EI,1436.26,PENDENTE,Delectus dolor.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-09,Santos,3919530901338132.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-17,Cirino,1399625524995588.0,CANCELADO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-13,Freitas Sampaio S/A,3591897821080865.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-18,Aragão Rocha Ltda.,2818002206883656.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Almeida Pereira - EI,4003.78,PENDENTE,Sunt facilis.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-07,Vasconcelos - EI,2868256745616507.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Siqueira S/A,1570.31,PENDENTE,Praesentium optio.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Cavalcanti Pastor S.A.,483.52,,Optio magnam ea.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Pimenta Silva - ME,,CANCELADO,Dignissimos nihil.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Pinto,,,Illo nemo vero.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-05,Santos S.A.,2671735669281488.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-13,Barbosa S/A,2066288440134373.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-11,Aragão Nunes - EI,1569840037183817.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Teixeira S.A.,,,Totam totam ad.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,da Rocha Ltda.,3689.25,PAGO,Tenetur dolorum.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-30,Moreira,2988906763573223.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
,Marques Pinto - EI,4159.14,PAGO,Mollitia officia.,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-16,Câmara e Filhos,5633828538491791.0,PAGO,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-04-01,Correia,4482609878533191.0,PENDENTE,,base_wagner_v1_final.xlsx,2026-04-04 01:07:46.081301
2026-03-12,Cavalcanti Cirino - ME,3580093276664791.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-21,Pinto,2732719186340484.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Moraes S.A.,1455.16,,Dolores unde.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-08,Nogueira Macedo - EI,1773339202525444.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Fonseca Ltda.,4385.04,CANCELADO,Esse aperiam porro.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-17,da Rosa - EI,3989068804167882.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Vieira,4753.79,,Dolore ab quae.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Alves Moreira e Filhos,2155.18,PAGO,Incidunt ducimus et.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-26,Campos,3390236007881171.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-17,Vieira Oliveira S/A,4421610539755421.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-09,Abreu da Paz - ME,8855821069162319.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-19,Souza,446854189042552.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-20,Sousa,4313789568228115.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-15,Cirino Guerra - EI,3307404431957892.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Moreira Farias - ME,4010.57,CANCELADO,Eligendi beatae.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,da Rosa - EI,3274.32,PENDENTE,Voluptas temporibus.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Rodrigues,,PENDENTE,Consequuntur a illo.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-04-02,Costa Pereira Ltda.,1240115953186195.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-23,Andrade Santos Ltda.,2144309013963227.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-15,da Cruz,9439870568403364.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-14,Andrade Peixoto S.A.,4801980059555466.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,da Costa,,CANCELADO,Facere asperiores.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-17,Casa Grande,3942671907911608.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Rezende,4750.47,PENDENTE,Repellendus nobis.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-07,Montenegro da Rocha - EI,4159683578773253.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-13,Abreu,2526259324138651.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-04-01,Jesus Ltda.,4615402185778845.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-06,Peixoto,3362352204997732.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-04-03,Almeida e Filhos,5064746213979418.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-31,Monteiro S.A.,4534393589431302.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-08,Vieira,2600483769271912.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Viana,973.99,PENDENTE,Eligendi dolores.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-14,Moraes - ME,655403156900399.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-14,Moraes,3719870456662615.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Farias Melo e Filhos,2931.57,PENDENTE,Modi quam.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-08,Rocha - ME,2314423023995359.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-22,Aparecida Rocha - ME,4409930886619822.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Aragão Lima S.A.,,CANCELADO,Facilis dolorem.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-13,Silva,4006417111224768.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-11,Souza Vieira - ME,489984472765127.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-06,Cavalcante Ribeiro Ltda.,1082687935853837.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-24,da Rocha da Cunha e Filhos,4767427767531473.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Mendonça Novaes Ltda.,,CANCELADO,Tenetur deleniti.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Freitas Ltda.,486.43,PAGO,Fuga aperiam.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-13,Castro - EI,499528759036966.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
,Câmara,1487.25,PENDENTE,Illum sequi libero.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-18,Guerra,2759014389392109.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-26,Andrade,3815095705107476.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-05,Silveira S.A.,2919827851706068.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-21,Freitas,944113915596045.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:46.112206
2026-03-08,Macedo Rodrigues e Filhos,4512881707013463.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-10,Fonseca - ME,2886973668622033.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-19,Moreira Barbosa - EI,3698741063331398.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-30,Pereira Correia S.A.,1052649051234417.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-15,Cunha,1646361862842256.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-28,Moreira S/A,3242386483303706.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-29,Ramos S/A,1895043892317433.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-14,da Costa e Filhos,4971501702589662.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-06,Campos e Filhos,3070133079341113.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
,Fonseca S/A,2284.46,PAGO,Maxime ab rem id.,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-28,Santos,1679098165616119.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-14,Correia,1806144195469347.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-22,Moraes - EI,4820122907536304.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-23,Freitas e Filhos,2649552374258242.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-29,Aragão,1464324498445185.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-04-02,da Cruz,7644872188212911.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-09,Costa,3530510447335927.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
,Nascimento,,PENDENTE,Voluptatum aut.,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-09,Sousa S/A,8464306997529202.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-14,Rios - EI,7404422676643707.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-20,Costela,4485261498574046.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-31,da Conceição da Paz S/A,123636981918853.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-06,Rodrigues,3318495096813447.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-15,da Rocha,3437027708394098.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
2026-03-14,Brito,3725249295346607.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:46.137353
